confidence,correct
0.5226435661315918,False
0.8737652897834778,True
0.8098255395889282,True
0.8873447179794312,True
0.8952416777610779,True
0.9803192019462585,True
0.9020246267318726,True
0.9601380228996277,True
0.6198667287826538,True
0.8921552300453186,True
0.8348857164382935,True
0.660031259059906,True
0.9744700193405151,True
0.7751633524894714,True
0.5775856375694275,False
0.9735817313194275,True
0.9651144742965698,True
0.9392202496528625,True
0.49565446376800537,False
0.666053831577301,False
0.9760046601295471,True
0.7269898056983948,True
0.9905946254730225,True
0.8540177345275879,True
0.9633171558380127,True
0.8323811888694763,True
0.9313997626304626,True
0.7266054749488831,True
0.5486995577812195,False
0.9669723510742188,True
0.8901160955429077,False
0.9173768758773804,True
0.8596065640449524,True
0.81960529088974,True
0.9213389754295349,True
0.7125566005706787,True
0.7493115067481995,True
0.7407623529434204,True
0.6542186737060547,False
0.7869411706924438,True
0.6502847075462341,True
0.9324253797531128,True
0.6215718388557434,True
0.8063279390335083,True
0.47381049394607544,True
0.7735142111778259,True
0.8547576665878296,True
0.9692404866218567,True
0.5643622875213623,True
0.5753060579299927,True
0.6477851867675781,True
0.9003917574882507,True
0.8890674114227295,True
0.900680661201477,True
0.5586434006690979,True
0.9192251563072205,True
0.8095324039459229,True
0.8588350415229797,True
0.7590409517288208,False
0.8663842082023621,True
0.8972236514091492,True
0.9417063593864441,False
0.6192671060562134,False
0.9051998257637024,True
0.5112581253051758,True
0.855172336101532,True
0.8987792730331421,True
0.9604663252830505,True
0.5960895419120789,False
0.8223395347595215,True
0.9873576164245605,True
0.6979053616523743,False
0.9715927243232727,False
0.7689715623855591,True
0.7865678071975708,True
0.6998016834259033,False
0.6130861043930054,False
0.699488639831543,True
0.5910872220993042,True
0.8445599675178528,True
0.628633975982666,True
0.6000320315361023,True
0.4535658657550812,False
0.8934975266456604,True
0.9332485198974609,True
0.8300098776817322,True
0.6952581405639648,True
0.7295142412185669,False
0.5928987264633179,True
0.531810462474823,False
0.8405587077140808,True
0.9910934567451477,True
0.9410461783409119,True
0.7615472078323364,True
0.6799924969673157,True
0.7979901432991028,True
0.5498279929161072,True
0.732574999332428,True
0.5839394927024841,False
0.7384176850318909,True
0.943687915802002,True
0.6728875637054443,True
0.982475996017456,True
0.4936932623386383,False
0.7900227308273315,True
0.8749751448631287,True
0.9174559712409973,True
0.9643850922584534,True
0.9800655245780945,True
0.8406941294670105,True
0.8951115012168884,True
0.8170478343963623,True
0.8871612548828125,True
0.8527069687843323,True
0.6540745496749878,True
