episode,episode_loss,episode_reward
177,0.00602539629835519,214.3294865395948
178,0.0059335514175472785,232.48079589799354
179,0.005779602723123389,224.23222330675176
180,0.0055374332132487325,232.40940173273785
181,0.005693103290468571,235.0213654462698
182,0.005651744265924208,236.57703241077706
183,0.005627496859597158,226.95612344208675
184,0.0055795931730244774,217.34095079945578
185,0.005762039606270264,233.57353174754851
186,0.005323256367410068,231.51379618813615
187,0.005048326800533687,225.4375134658217
188,0.0045866556913097154,228.61377844186725
189,0.0050913401832076485,215.22016479693335
190,0.005085325048639788,233.33434731141142
191,0.004713404553695,230.6505965266201
192,0.004551276571510244,224.05996793075334
193,0.0048375879934610564,231.7726402582249
194,0.005005047382474004,236.39244915373723
195,0.0047269714355934415,223.1095582255898
196,0.004641897863621125,214.40241439912722
197,0.004750542998954188,241.44523399225918
198,0.004850306327170983,231.9761027691051
199,0.004679610353923636,236.10564972965236
200,0.004937837660145305,234.513919708748
201,0.0045133896521292625,216.50583357073685
202,0.004804712146869861,228.05580601872458
203,0.004956749546909123,218.8799281293819
204,0.004528689665130514,231.15564405507547
205,0.005200226062879665,212.87844039502545
206,0.0052831571407296,227.638531787313
207,0.004761506098111568,227.93851616164866
208,0.004152582923416049,228.7126632758377
209,0.004250037085876101,242.22786480014375
210,0.004217826779495226,232.23203119118622
211,0.004355448977912601,229.69747841735003
212,0.004129917371210467,234.51103231893703
213,0.004347322659123165,245.85363255903118
214,0.004002639985083078,231.68243213634386
215,0.0034774506544636096,239.12192717788727
216,0.0036981738505346582,221.96220399626512
217,0.004177841609634925,219.74371775221599
218,0.004102789817807206,230.32257885548532
219,0.0036492028020802536,227.0891248265081
220,0.003326551211921469,231.00770397248965
221,0.0036254411046684255,232.285031109767
222,0.003599896548439574,230.38871267590747
223,0.0037611031242704485,226.3407740817823
224,0.0038614150081230036,240.62625685080792
225,0.0036591437364222657,225.78401129104464
226,0.003249471264462045,231.78817647968995
227,0.003455918396684865,230.72947455880532
228,0.0036175772482238246,236.20692710306648
229,0.003911191217503074,215.32065849917595
230,0.003360234772844706,219.32438239900074
231,0.0035619460892121423,223.82151507437604
232,0.0038565148077395863,238.80238711088592
233,0.003822678133565205,230.76307781064222
234,0.0039121984424127735,219.84948781218733
235,0.003538702711875885,240.91025671898163
236,0.0038932844014198053,226.57008897205108
237,0.0033508681466628333,238.25696591180937
238,0.003950894120316661,242.90084578103233
239,0.0038069402064138556,230.07294262951103
240,0.004084920161221817,236.08831812068198
241,0.0037309292084501066,224.08821156965013
242,0.003826674746869685,227.31132295413224
243,0.003996979921794264,222.18687001127708
244,0.003574813438945057,241.2859768960895
245,0.0036261230849959246,231.23431855966936
246,0.003831508235180081,225.11358374678514
247,0.0038681932872350446,226.16974081305207
248,0.003536439557228732,219.19716641978735
249,0.0037679337485315044,228.56731096401725
250,0.003876130439675762,231.4401200985624
251,0.0042009979627437135,231.09292797818378
252,0.004069147107156823,236.03163764327053
253,0.00419198569834407,214.03037952789316
254,0.004103066864990979,235.7748718695182
255,0.0038127164644720323,232.43845866922362
256,0.003801409743482509,237.1473767723419
257,0.0037611914744957176,213.6884439865837
258,0.003748914538846293,208.4078583615909
259,0.003802735276440217,231.38476529427527
260,0.003438354079207784,221.94777617891924
261,0.003802684727452288,242.09786818127807
262,0.003729960123746423,242.2560168085853
263,0.004285144034565746,221.7100189100959
264,0.004319281160132959,232.2092559841221
265,0.003803947477354086,233.4032249120134
266,0.0038077361836258206,222.88826265804698
267,0.004006424648650864,209.285877382225
268,0.0032517666350941,238.50604899101438
269,0.0038466854095531742,235.99878364377048
270,0.0035739725849452952,235.37943278226493
271,0.00352688934553953,221.95258833160992
272,0.003455427670996869,237.0124454228587
273,0.0039874754373158796,233.0902841072785
274,0.003388791874931485,230.18951572659202
275,0.003365172119902127,229.3199780902778
276,0.0035696756007382647,222.89242249550756
277,0.003239323204434186,229.94632139367286
278,0.0035399292757574584,235.48250995770582
279,0.0035523352265045107,224.88891617314238
280,0.0034078816862347593,243.33765705932254
281,0.003448215661410359,237.96556122935553
282,0.003380646906498441,230.44954903500656
283,0.0035322402994097503,218.89083441464095
284,0.003762797378021787,236.8132021926214
285,0.003854547219179949,225.4318783787158
286,0.0037074307201692136,238.3659168695772
287,0.003959319628120283,248.0722767749013
288,0.003911668440196081,226.15142207454886
289,0.003955577276428812,242.42367480113475
290,0.0035928035963479488,234.65477729582364
291,0.00400615966254918,215.5428715543789
292,0.0044740372381056655,233.7436275911366
293,0.004173912204532826,230.98418911181145
294,0.004478429808659712,226.0035352259467
295,0.004320098049356602,218.5732978051555
296,0.0041651459037893804,229.850861850078
297,0.004278962503394723,221.93052000919738
298,0.004778276827710215,234.3008604185116
299,0.004887983823573449,225.2699236295649
